,ID,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Year
2756,14210,FPQ-8302,SCMS-123870,ASN-12934,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,8/29/2011,2011-09-30,1-Dec-11,1-Dec-11,1-Dec-11,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Abacavir/Lamivudine/Zidovudine 300/150/300mg, tablets, 60 Tabs",Abacavir/Lamivudine/Zidovudine,Generic,60,4000,112000.0,28.0,0.47,Mylan (formerly Matrix) Nashik,Yes,655,5300.24,184.8,2011
2757,14230,FPQ-11585,SCMS-176980,ASN-18319,Rwanda,PMO - US,Direct Drop,FCA,Air,2/3/2013,2013-02-06,17-May-13,17-May-13,17-May-13,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,300,400,12328.0,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,454,7152.99,15.25,2013
2759,14241,FPQ-13134,SCMS-215600,ASN-24703,Mozambique,PMO - US,Direct Drop,EXW,Air,11/12/2013,2013-11-26,9-Apr-14,9-Apr-14,8-Jul-14,ARV,Adult,Aurobindo Pharma Limited,"Didanosine 250mg, delayed-release capsules, 30 Caps",Didanosine,Generic,30,800,6064.0,7.58,0.25,"Aurobindo Unit III, India",Yes,77,979.14,6.23,2013
2760,14252,FPQ-13116,SCMS-212350,ASN-24417,Uganda,PMO - US,Direct Drop,EXW,Air,10/23/2013,2013-10-30,21-Mar-14,21-Mar-14,21-Mar-14,ARV,Pediatric,CIPLA LIMITED,"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,60,7445,16676.8,2.24,0.04,"Cipla, Goa, India",Yes,574,3868.24,17.14,2013
2761,14265,FPQ-11418,SCMS-176190,ASN-19193,Vietnam,PMO - US,Direct Drop,EXW,Air,1/29/2013,2013-02-05,24-May-13,24-May-13,24-May-13,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,240,263,486.55,1.85,0.01,"Aurobindo Unit III, India",Yes,182,5970.85,0.6,2013
2762,14278,FPQ-4851,SCMS-62830,ASN-6210,Ethiopia,PMO - US,Direct Drop,EXW,Air,1/5/2010,2010-01-13,4-Mar-10,4-Mar-10,4-Mar-10,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,60,56000,133280.0,2.38,0.04,"Aurobindo Unit III, India",Yes,2996,10612.93,287.35,2010
2763,14279,FPQ-10394,SCMS-156530,ASN-16470,Tanzania,PMO - US,Direct Drop,EXW,Air,7/26/2012,2012-08-09,1-Nov-12,1-Nov-12,1-Nov-12,ARV,Adult,HETERO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,30,100986,343352.4,3.4,0.11,Hetero Unit III Hyderabad IN,Yes,10579,41585.93,481.38,2012
2764,14286,FPQ-12134,SCMS-190721,ASN-22462,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,4/23/2013,2013-05-21,27-Nov-13,27-Nov-13,2-Dec-13,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,20,1900,55100.0,29.0,1.45,Chembio Diagnostics Sys. Inc.,Yes,550,8263.16,68.16,2013
2765,14291,FPQ-13945,SCMS-235410,ASN-26077,Tanzania,PMO - US,Direct Drop,EXW,Air,3/27/2014,2014-04-29,15-Jul-14,15-Jul-14,12-Aug-14,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,100,8000.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,39,1176.54,8.22,2014
2766,14309,FPQ-10286,SCMS-155700,ASN-17018,Vietnam,PMO - US,Direct Drop,FCA,Air,7/25/2012,2012-08-14,15-Jan-13,15-Jan-13,15-Jan-13,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,120,3812,231845.84,60.82,0.51,ABBVIE Ludwigshafen Germany,Yes,824,3216.15,325.05,2012
2768,14331,FPQ-3896,SCMS-48280,ASN-4871,Vietnam,PMO - US,Direct Drop,EXW,Air,6/25/2009,2009-06-29,28-Sep-09,28-Sep-09,28-Sep-09,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,30,3528,22932.0,6.5,0.22,Mylan (formerly Matrix) Nashik,Yes,383,1162.52,44.95,2009
2769,14348,FPQ-7553,SCMS-108720,ASN-11270,Nigeria,PMO - US,Direct Drop,EXW,Air,4/28/2011,2011-05-23,27-Jul-11,27-Jul-11,27-Jul-11,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,2044,181916.0,89.0,0.89,Inverness Japan,Yes,976,26014.88,300.16,2011
2771,14384,FPQ-13048,SCMS-210920,ASN-24302,Tanzania,PMO - US,Direct Drop,EXW,Air,10/3/2013,2013-10-28,22-Mar-14,22-Mar-14,22-Mar-14,ARV,Pediatric,Aurobindo Pharma Limited,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,30,20867,32552.52,1.56,0.05,"Aurobindo Unit III, India",Yes,1337,8403.67,40.27,2013
2772,14404,FPQ-7175,SCMS-103970,ASN-11255,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/2011,2011-03-28,2-Sep-11,2-Sep-11,2-Sep-11,ARV,Adult,STRIDES ARCOLAB LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,60,150000,430500.0,2.87,0.05,"Strides, Bangalore, India.",Yes,9306,10511.33,710.32,2011
2773,14409,FPQ-6262,SCMS-84200,ASN-9693,South Africa,PMO - US,Direct Drop,DDP,Ocean,8/31/2010,2010-09-21,14-Mar-11,14-Mar-11,14-Mar-11,ARV,Adult,CIPLA LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,60,159000,443610.0,2.79,0.05,"Cipla, Goa, India",Yes,16729,25199.31,956.42,2010
2774,14410,FPQ-6124,SCMS-93420,ASN-9751,Nigeria,PMO - US,Direct Drop,EXW,Air,7/29/2010,2010-12-07,28-Feb-11,28-Feb-11,28-Feb-11,ACT,ACT,NOVARTIS PHARMA SERVICES AG,"Artemether/Lumefantrine 20/120mg [Coartem], scored tablets, Blister 30 x 24 Tabs",Artemether/Lumefantrine,Coartem,720,1245,48555.0,39.0,0.05,"Novartis Pharma Suffern, USA",Yes,859,5810.56,104.68,2010
2776,14431,FPQ-8399,SCMS-126230,ASN-15270,Rwanda,PMO - US,Direct Drop,FCA,Air,10/19/2011,2011-11-02,5-Jul-12,5-Jul-12,5-Jul-12,ARV,Adult,Hoffmann-La Roche ltd Basel,"Nelfinavir (as mesilate) 250mg [Viracept], tablets, 270 Tabs",Nelfinavir (as mesilate),Viracept,270,109,17410.04,159.73,0.59,Roche Madrid,Yes,27,2205.25,28.73,2011
2780,14447,FPQ-7176,SCMS-104380,ASN-11802,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/2011,2011-04-01,3-Nov-11,10-Oct-11,10-Oct-11,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,30,5745,25909.95,4.51,0.15,"Aurobindo Unit III, India",Yes,488,4232.71,42.75,2011
2781,14508,FPQ-7521,SCMS-108030,ASN-11413,Zimbabwe,PMO - US,Direct Drop,EXW,Air,4/7/2011,2011-05-05,8-Sep-11,8-Sep-11,8-Sep-11,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,2730,218400.0,80.0,0.8,Inverness Japan,Yes,1053,27236.25,360.36,2011
2784,14571,FPQ-10349,SCMS-155321,ASN-17168,Nigeria,PMO - US,Direct Drop,EXW,Air,7/17/2012,2012-08-13,28-Nov-12,27-Nov-12,27-Nov-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,2744,244216.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,1303,28734.43,342.39,2012
2785,14578,FPQ-11442,SCMS-177180,ASN-18919,Haiti,PMO - US,Direct Drop,EXW,Ocean,1/30/2013,2013-03-11,7-Aug-13,7-Aug-13,7-Aug-13,ARV,Pediatric,Aurobindo Pharma Limited,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,90,3680,20240.0,5.5,0.06,"Aurobindo Unit III, India",Yes,6385,8768.76,25.04,2013
2786,14605,FPQ-11442,SCMS-177160,ASN-18905,Haiti,PMO - US,Direct Drop,EXW,Ocean,1/30/2013,2013-03-07,7-Aug-13,7-Aug-13,7-Aug-13,ARV,Adult,HETERO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,30,71376,231258.24,3.24,0.11,"Hetero, Jadcherla, unit 5, IN",Yes,5864,7558.01,286.07,2013
2788,14658,FPQ-14790,SCMS-253020,ASN-31638,Zambia,PMO - US,Direct Drop,FCA,Air,8/13/2014,2014-08-20,25-Apr-15,25-Apr-15,30-Apr-15,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,300,2265,69807.3,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,2272,14603.71,71.76,2014
2789,14665,FPQ-5725,SCMS-74750,ASN-7454,Haiti,PMO - US,Direct Drop,EXW,Air,5/26/2010,2010-06-02,13-Sep-10,13-Sep-10,13-Sep-10,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,100,1000,97680.0,97.68,0.98,Inverness Japan,Yes,227,2486.62,210.6,2010
2790,14694,FPQ-6024,SCMS-80900,ASN-8019,Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,7/19/2010,2010-08-02,8-Sep-10,8-Sep-10,8-Sep-10,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 50mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,60,6000,57000.0,9.5,0.16,"BMS Meymac, France",Yes,1278,1742.12,122.89,2010
2791,14710,FPQ-13797,SCMS-233990,ASN-27716,Haiti,PMO - US,Direct Drop,EXW,Air,3/20/2014,2014-04-28,12-Sep-14,12-Sep-14,17-Sep-14,ARV,Adult,MICRO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,30,29908,89125.84,2.98,0.1,"Micro labs, Verna, Goa, India",Yes,2423,14650.41,91.62,2014
2792,14743,FPQ-6262,SCMS-83730,ASN-9481,South Africa,PMO - US,Direct Drop,DDP,Ocean,8/31/2010,2010-09-24,4-Mar-11,4-Mar-11,4-Mar-11,ARV,Adult,Aurobindo Pharma Limited,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,60,87500,641375.0,7.33,0.12,"Aurobindo Unit III, India",Yes,4416,7334.83,1382.8,2010
2793,14785,FPQ-12133,SCMS-188290,ASN-20951,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,4/18/2013,2013-05-21,8-Aug-13,8-Aug-13,8-Aug-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,3200,256000.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,1394,20822.73,316.67,2013
2795,14811,FPQ-13874,SCMS-232310,ASN-25543,Rwanda,PMO - US,Direct Drop,EXW,Air,3/12/2014,2014-04-03,28-Apr-14,28-Apr-14,28-Apr-14,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,1,4068,99666.0,24.5,24.5,"KHB Test Kit Facility, Shanghai China",Yes,2712,37680.04,102.46,2014
2796,14820,FPQ-9019,SCMS-132510,ASN-13949,Pakistan,PMO - US,Direct Drop,EXW,Air,12/27/2011,2012-01-17,29-Jun-12,29-Jun-12,29-Jun-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,2132,170560.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,1017,14959.84,239.13,2012
2797,14846,FPQ-11103,SCMS-170640,ASN-18068,"Congo, DRC",PMO - US,Direct Drop,FCA,Air,12/7/2012,2013-01-03,16-Apr-13,16-Apr-13,16-Apr-13,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,300,60,1849.2,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,113,2570.86,2.29,2013
2798,14871,FPQ-10811,SCMS-164560,ASN-18406,Vietnam,PMO - US,Direct Drop,EXW,Air,10/15/2012,2012-11-07,13-Mar-13,13-Mar-13,13-Mar-13,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,60,1769,3714.9,2.1,0.04,Mylan (formerly Matrix) Nashik,Yes,1961,7308.37,4.6,2012
2801,14931,FPQ-14813,SCMS-268601,ASN-31659,Rwanda,PMO - US,Direct Drop,FCA,Air,10/9/2014,2014-12-12,12-May-15,12-May-15,12-May-15,ARV,Pediatric,SWORDS LABORATORIES,"Atazanavir 200mg [Reyataz], capsules, 60 Caps",Atazanavir,Reyataz,60,1080,43869.6,40.62,0.68,Bristol-Myers Squibb Anagni IT,Yes,282,1028.1,45.1,2014
2802,14941,FPQ-6203,SCMS-82750,ASN-8080,Tanzania,PMO - US,Direct Drop,EXW,Air,8/18/2010,2010-08-25,22-Oct-10,22-Oct-10,22-Oct-10,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,30,9000,179100.0,19.9,0.66,Mylan (formerly Matrix) Nashik,Yes,1081,5834.1,386.14,2010
2803,14943,FPQ-4373,SCMS-58220,ASN-6150,Uganda,PMO - US,Direct Drop,CIP,Air,11/25/2009,2009-12-02,4-Mar-10,4-Mar-10,4-Mar-10,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Indinavir 400mg [Crixivan], capsules, 180 Caps",Indinavir,Crixivan,180,75,3750.0,50.0,0.28,"MSD, Haarlem, NL",Yes,19,435.0,7.35,2009
2805,14988,FPQ-9038,SCMS-137200,ASN-14984,South Sudan,PMO - US,Direct Drop,EXW,Air,1/17/2012,2012-04-05,15-Jun-12,15-Jun-12,15-Jun-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,337,29993.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,181,4978.09,42.05,2012
2807,15005,FPQ-9599,SCMS-144190,ASN-16132,Nigeria,PMO - US,Direct Drop,EXW,Air,3/27/2012,2012-05-03,18-Sep-12,18-Sep-12,18-Sep-12,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,20,8018,256576.0,32.0,1.6,"Trinity Biotech, Plc",Yes,2607,28595.45,359.72,2012
2809,15012,FPQ-7176,SCMS-104370,ASN-11046,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/2011,2011-04-01,15-Aug-11,15-Aug-11,15-Aug-11,ARV,Adult,Aurobindo Pharma Limited,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,60,2452,17899.6,7.3,0.12,"Aurobindo Unit III, India",Yes,127,47101.63,29.53,2011
2811,15051,FPQ-10249,SCMS-153840,ASN-16410,Guyana,PMO - US,Direct Drop,EXW,Air,7/5/2012,2012-07-26,25-Sep-12,25-Sep-12,25-Sep-12,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,20,2769,88608.0,32.0,1.6,"Trinity Biotech, Plc",Yes,876,8969.97,124.23,2012
2812,15115,FPQ-14100,SCMS-239410,ASN-26738,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,4/23/2014,2014-05-20,5-Sep-14,5-Sep-14,16-Sep-14,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,20,34,1088.0,32.0,1.6,"Trinity Biotech, Plc",Yes,112,3196.31,1.12,2014
2813,15131,FPQ-12251,SCMS-189230,ASN-20474,Zambia,PMO - US,Direct Drop,EXW,Air,5/2/2013,2013-05-22,11-Sep-13,11-Sep-13,11-Sep-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,6000,480000.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,2606,38354.26,593.76,2013
2814,15142,FPQ-5303,SCMS-68940,ASN-7597,South Africa,PMO - US,Direct Drop,DDP,Air,3/18/2010,2010-03-19,7-Sep-10,7-Sep-10,7-Sep-10,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,30,11510,53751.7,4.67,0.16,"Aurobindo Unit III, India",Yes,993,4263.07,115.89,2010
2815,15149,FPQ-6818,SCMS-97850,ASN-11024,Vietnam,PMO - US,Direct Drop,EXW,Air,1/17/2011,2011-02-15,22-Jun-11,22-Jun-11,22-Jun-11,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,60,20000,40000.0,2.0,0.03,Mylan (formerly Matrix) Nashik,Yes,2806,18207.5,66.0,2011
2817,15195,FPQ-6329,SCMS-87910,ASN-9578,Guyana,PMO - US,Direct Drop,DDU,Air,9/28/2010,2010-10-01,4-Mar-11,4-Mar-11,4-Mar-11,ARV,Pediatric,IDIS LIMITED,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,60,270,12501.0,46.3,0.77,"BMS Meymac, France",Yes,59,180.0,26.95,2010
2818,15240,FPQ-14083,SCMS-240220,ASN-26559,Haiti,PMO - US,Direct Drop,EXW,Air,5/11/2014,2014-06-02,18-Jul-14,18-Jul-14,31-Jul-14,ARV,Pediatric,Aurobindo Pharma Limited,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Abacavir,Generic,240,375,2561.25,6.83,0.03,"Aurobindo Unit III, India",Yes,300,2949.23,2.63,2014
2820,15248,FPQ-4265,SCMS-57140,ASN-6265,Vietnam,PMO - US,Direct Drop,EXW,Air,10/20/2009,2009-11-13,15-Mar-10,15-Mar-10,15-Mar-10,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,60,16300,181745.0,11.15,0.19,"Aurobindo Unit III, India",Yes,2011,11648.31,356.22,2009
2821,15283,FPQ-7314,SCMS-104310,ASN-11148,Nigeria,PMO - US,Direct Drop,EXW,Air,3/11/2011,2011-03-31,19-Jul-11,19-Jul-11,19-Jul-11,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,20,3662,117184.0,32.0,1.6,"Trinity Biotech, Plc",Yes,1255,15794.47,193.35,2011
2823,15352,FPQ-10811,SCMS-166120,ASN-17672,Vietnam,PMO - US,Direct Drop,EXW,Air,10/15/2012,2012-11-09,29-Jan-13,29-Jan-13,29-Jan-13,ARV,Pediatric,Aurobindo Pharma Limited,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Lamivudine,Generic,240,464,858.4,1.85,0.01,"Aurobindo Unit III, India",Yes,437,1222.31,1.06,2012
2824,15356,FPQ-8261,SCMS-120472,ASN-13347,Sudan,PMO - US,Direct Drop,EXW,Air,8/29/2011,2011-09-07,8-Feb-12,8-Feb-12,8-Feb-12,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,20,35,1120.0,32.0,1.6,"Trinity Biotech, Plc",Yes,12,646.81,1.85,2011
2825,15368,FPQ-4265,SCMS-57130,ASN-6266,Vietnam,PMO - US,Direct Drop,EXW,Air,10/20/2009,2009-11-13,19-Mar-10,19-Mar-10,19-Mar-10,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,60,24480,58752.0,2.4,0.04,"Aurobindo Unit III, India",Yes,3536,20910.43,115.15,2009
2826,15382,FPQ-11783,SCMS-182800,ASN-19649,Mali,PMO - US,Direct Drop,EXW,Air,3/15/2013,2013-04-11,11-Jun-13,11-Jun-13,11-Jun-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,81,6480.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,37,2190.78,8.02,2013
2827,15399,FPQ-13102,SCMS-212700,ASN-22771,Nigeria,PMO - US,Direct Drop,EXW,Air,10/17/2013,2013-11-04,17-Dec-13,17-Dec-13,20-Dec-13,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,60,10000,65000.0,6.5,0.11,Mylan (formerly Matrix) Nashik,Yes,574,4760.43,66.82,2013
2829,15423,FPQ-12713,SCMS-201900,ASN-23392,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,7/23/2013,2013-08-06,23-Jan-14,23-Jan-14,27-Jan-14,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,1400,112000.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,577,9275.59,138.54,2013
2830,15460,FPQ-15038,SCMS-262980,ASN-30463,Haiti,PMO - US,Direct Drop,EXW,Ocean,10/22/2014,2015-01-07,9-Apr-15,9-Apr-15,13-Apr-15,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,30,36831,170159.22,4.62,0.15,Hetero Unit III Hyderabad IN,Yes,17826,20526.23,174.92,2015
2831,15499,FPQ-10994,SCMS-169330,ASN-18422,Tanzania,PMO - US,Direct Drop,EXW,Air,11/13/2012,2012-12-12,30-Apr-13,30-Apr-13,30-Apr-13,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,20,8460,270720.0,32.0,1.6,"Trinity Biotech, Plc",Yes,2753,25485.81,334.88,2012
2832,15554,FPQ-5648,SCMS-75480,ASN-8755,South Africa,PMO - US,Direct Drop,DDP,Air,6/2/2010,2010-06-17,13-Dec-10,11-Dec-10,11-Dec-10,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,240,2162,6810.3,3.15,0.01,"Aurobindo Unit III, India",Yes,838,4876.31,14.68,2010
2833,15596,FPQ-7521,SCMS-108020,ASN-13965,Zimbabwe,PMO - US,Direct Drop,EXW,Air,4/7/2011,2011-05-05,20-Mar-12,20-Mar-12,20-Mar-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,2342,187360.0,80.0,0.8,Inverness Japan,Yes,1113,20082.38,309.14,2011
2835,15625,FPQ-14294,SCMS-247360,ASN-27766,Mozambique,PMO - US,Direct Drop,EXW,Air,5/15/2014,2014-07-30,10-Sep-14,10-Sep-14,1-Oct-14,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,4708,376640.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,1914,13489.96,387.19,2014
2837,15643,FPQ-8117,SCMS-118170,ASN-12941,Nigeria,PMO - US,Direct Drop,EXW,Air,7/28/2011,2011-08-12,13-Dec-11,13-Dec-11,13-Dec-11,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,20,2000,64000.0,32.0,1.6,"Trinity Biotech, Plc",Yes,793,7938.18,105.6,2011
2839,15670,FPQ-12837,SCMS-204300,ASN-21701,Cameroon,PMO - US,Direct Drop,EXW,Air,8/19/2013,2013-08-23,18-Oct-13,26-Oct-13,29-Oct-13,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,60,34595,77838.75,2.25,0.04,"Aurobindo Unit III, India",Yes,3642,31434.31,96.29,2013
2840,15687,FPQ-5303,SCMS-68980,ASN-7526,South Africa,PMO - US,Direct Drop,DDP,Air,3/18/2010,2010-03-19,24-Aug-10,24-Aug-10,24-Aug-10,ARV,Pediatric,Aurobindo Pharma Limited,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Lamivudine,Generic,240,8474,25422.0,3.0,0.01,"Aurobindo Unit III, India",Yes,3206,2154.51,54.81,2010
